file_start,time,channel,SNR
2020-08-03T07:07:50.542000Z,9.0,0,3.5935477127994324
2020-08-03T07:07:50.542000Z,12.0,0,3.6106090018059076
2020-08-03T07:17:20.542000Z,3.0,1000,3.640357188295186
2020-08-03T07:27:50.542000Z,6.0,1000,3.98081348363495
2020-08-03T07:28:50.542000Z,18.0,1000,4.200890479179032
2020-08-03T07:29:20.542000Z,18.0,1000,3.5745945265701735
2020-08-03T07:30:20.542000Z,0.0,0,4.133758789282556
2020-08-03T07:30:20.542000Z,27.0,1000,4.2932685570018805
2020-08-03T07:31:50.542000Z,9.0,500,3.619087763591809
2020-08-03T07:32:50.542000Z,3.0,1000,4.614763612324411
2020-08-03T07:33:20.542000Z,18.0,1000,3.5782923605553583
2020-08-03T07:35:20.542000Z,12.0,1000,3.6871699169335956
2020-08-03T07:35:50.542000Z,21.0,1000,4.622567483164928
2020-08-03T07:38:20.542000Z,21.0,1000,3.518526324180132
2020-08-03T07:39:20.542000Z,9.0,1000,3.9975840399160165
2020-08-03T07:39:20.542000Z,27.0,1000,3.5794722962748002
2020-08-03T07:39:50.542000Z,0.0,1000,3.6200813044141773
2020-08-03T07:40:50.542000Z,12.0,1000,3.778911615141773
2020-08-03T07:40:50.542000Z,21.0,1000,3.6585618970622575
2020-08-03T07:40:50.542000Z,27.0,1000,3.612113874044067
2020-08-03T07:41:20.542000Z,0.0,1000,3.8240679031599623
2020-08-03T07:41:50.542000Z,6.0,1000,4.849153560429936
2020-08-03T07:42:20.542000Z,12.0,1000,3.77921316285363
2020-08-03T07:43:20.542000Z,27.0,1000,3.7488996859940373
2020-08-03T07:46:50.542000Z,12.0,1000,3.533899979094974
2020-08-03T07:47:20.542000Z,12.0,1000,4.2738995190838915
2020-08-03T07:49:20.542000Z,9.0,0,3.55419728340641
2020-08-03T07:49:50.542000Z,3.0,0,4.127900113276008
2020-08-03T07:51:20.542000Z,24.0,0,3.73698486438679
2020-08-03T07:53:50.542000Z,15.0,0,4.163855692845763
2020-08-03T07:54:20.542000Z,9.0,500,3.644678997783972
2020-08-03T07:55:20.542000Z,15.0,0,3.4773323042393205
2020-08-03T07:55:20.542000Z,27.0,0,4.086162647585381
2020-08-03T07:55:50.542000Z,0.0,0,4.070914277859724
2020-08-03T07:55:50.542000Z,18.0,0,3.603400772801534
2020-08-03T07:55:50.542000Z,27.0,0,4.022693413768807
2020-08-03T07:56:20.542000Z,0.0,0,4.166512885814802
2020-08-03T08:12:20.542000Z,0.0,1000,3.6935013921654476
2020-08-03T08:15:20.542000Z,9.0,500,4.132489204662671
2020-08-03T08:17:20.542000Z,24.0,500,3.7487235346425987
2020-08-03T08:18:50.542000Z,6.0,500,4.094855977334194
2020-08-03T08:20:50.542000Z,9.0,500,3.4573848956071696
2020-08-03T08:22:50.542000Z,6.0,500,4.041308521385272
2020-08-03T08:25:20.542000Z,6.0,0,3.5186858068427442
2020-08-03T08:27:20.542000Z,18.0,500,3.875079041182306
2020-08-03T08:37:20.542000Z,6.0,1000,4.615328589009041
2020-08-03T08:37:50.542000Z,6.0,500,3.5134450469254808
2020-08-03T08:39:20.542000Z,15.0,0,4.471224266310409
2020-08-03T08:42:20.542000Z,6.0,500,4.426768953881757
2020-08-03T08:43:50.542000Z,6.0,0,3.944093617265942
2020-08-03T08:45:20.542000Z,18.0,0,3.6900451049069165
2020-08-03T08:45:20.542000Z,24.0,0,4.074575549741792
2020-08-03T08:47:50.542000Z,15.0,0,3.446215900794718
2020-08-03T08:48:20.542000Z,0.0,1000,3.4485564376658195
2020-08-03T08:50:50.542000Z,27.0,1000,3.685268317822893
2020-08-03T08:51:20.542000Z,0.0,1000,3.6637124528187885
2020-08-03T08:53:20.542000Z,18.0,0,3.4697840369097452
2020-08-03T08:54:20.542000Z,21.0,0,4.702775306362374
2020-08-03T08:54:20.542000Z,27.0,500,3.769045319646758
2020-08-03T08:54:50.542000Z,0.0,500,3.7136079526891903
2020-08-03T08:55:20.542000Z,6.0,0,3.7503700075718553
2020-08-03T08:55:50.542000Z,15.0,0,4.691723593267173
