file_start,time,channel,SNR
2020-07-15T07:00:20.719000Z,18.0,1000,4.266042128797301
2020-07-15T07:01:20.719000Z,9.0,500,4.16815605808815
2020-07-15T07:01:20.719000Z,21.0,1000,4.751552320678629
2020-07-15T07:02:50.719000Z,3.0,1000,4.141586579837966
2020-07-15T07:03:50.719000Z,15.0,1000,4.568979919502289
2020-07-15T07:05:50.719000Z,12.0,1000,4.692674444949197
2020-07-15T07:08:50.719000Z,18.0,1000,4.26629763693635
2020-07-15T07:11:20.719000Z,24.0,1000,4.42675487819608
2020-07-15T07:13:50.719000Z,3.0,1000,4.3160992197680015
2020-07-15T07:15:50.719000Z,21.0,500,4.375316251176423
2020-07-15T07:16:50.719000Z,9.0,1000,4.352653123046687
2020-07-15T07:29:20.719000Z,6.0,1000,4.378370660652318
2020-07-15T07:30:20.719000Z,24.0,1000,4.076489602601984
2020-07-15T07:31:20.719000Z,12.0,1000,4.245860227190671
2020-07-15T07:33:50.719000Z,21.0,1000,4.051926790483603
2020-07-15T07:35:20.719000Z,3.0,1000,4.234436225689444
2020-07-15T07:35:50.719000Z,21.0,500,4.259420498405512
2020-07-15T07:39:50.719000Z,27.0,500,4.210299358592299
2020-07-15T07:40:20.719000Z,3.0,500,4.089225219811657
2020-07-15T07:46:50.719000Z,6.0,1000,4.046812351511342
2020-07-15T07:46:50.719000Z,18.0,1000,4.217058703919059
2020-07-15T07:46:50.719000Z,27.0,1000,4.157860852887745
2020-07-15T07:47:20.719000Z,0.0,1000,4.113590120615044
2020-07-15T07:47:20.719000Z,6.0,1000,4.116618849566304
2020-07-15T07:47:50.719000Z,3.0,1000,4.217548085910329
2020-07-15T07:49:50.719000Z,12.0,1000,4.2886461686227175
2020-07-15T07:53:20.719000Z,18.0,500,4.111504365034603
2020-07-15T08:21:20.719000Z,27.0,1000,4.198903963234168
2020-07-15T08:21:50.719000Z,0.0,1000,4.181626358687365
2020-07-15T08:22:20.719000Z,27.0,1000,4.22714739549751
2020-07-15T08:23:50.719000Z,9.0,1000,4.153514745197357
2020-07-15T08:25:20.719000Z,18.0,1000,4.199322778263945
2020-07-15T08:26:50.719000Z,24.0,1000,4.285967613608891
2020-07-15T08:27:50.719000Z,9.0,1000,4.094923656658131
