file_start,time,channel,SNR
2020-07-09T07:00:51.779000Z,12.0,500,4.4323874011983
2020-07-09T07:00:51.779000Z,24.0,0,4.73605847929211
2020-07-09T07:01:21.779000Z,18.0,500,4.28017112302492
2020-07-09T07:01:51.779000Z,3.0,1000,4.700174312105
2020-07-09T07:01:51.779000Z,6.0,1000,4.585682068562141
2020-07-09T07:02:21.779000Z,12.0,1000,5.1445067754203615
2020-07-09T07:03:51.779000Z,3.0,500,4.423695583914578
2020-07-09T07:03:51.779000Z,24.0,1000,5.057469326237426
2020-07-09T07:04:21.779000Z,12.0,0,4.447642898565614
2020-07-09T07:04:21.779000Z,15.0,1000,4.11355384447006
2020-07-09T07:04:51.779000Z,15.0,1000,4.377898395433581
2020-07-09T07:04:51.779000Z,27.0,500,4.876556294803838
2020-07-09T07:05:21.779000Z,0.0,500,4.893047031548691
2020-07-09T07:05:21.779000Z,3.0,1000,4.923777318166853
2020-07-09T07:05:21.779000Z,9.0,1000,4.222571243203828
2020-07-09T07:05:21.779000Z,27.0,0,4.352474339593627
2020-07-09T07:05:51.779000Z,0.0,0,4.191149681659525
2020-07-09T07:05:51.779000Z,15.0,500,5.291148590543571
2020-07-09T07:05:51.779000Z,21.0,1000,4.127108326195316
2020-07-09T07:06:21.779000Z,6.0,1000,5.283188146401195
2020-07-09T07:06:21.779000Z,12.0,1000,4.2371779376977585
2020-07-09T07:06:51.779000Z,9.0,500,4.077415032039941
2020-07-09T07:06:51.779000Z,21.0,1000,4.227837012071985
2020-07-09T07:07:21.779000Z,3.0,500,4.511985102750569
2020-07-09T07:07:21.779000Z,24.0,0,4.5266604341260255
2020-07-09T07:07:51.779000Z,0.0,500,4.509765517959538
2020-07-09T07:07:51.779000Z,9.0,0,4.441506820767268
2020-07-09T07:07:51.779000Z,12.0,1000,5.006692165515749
2020-07-09T07:07:51.779000Z,27.0,1000,4.164732640731009
2020-07-09T07:08:21.779000Z,0.0,1000,4.184155623074014
2020-07-09T07:08:21.779000Z,9.0,0,4.420420778106887
2020-07-09T07:08:51.779000Z,12.0,500,4.933004640265972
2020-07-09T07:08:51.779000Z,15.0,1000,4.226276963672808
2020-07-09T07:08:51.779000Z,21.0,500,4.171038590385845
2020-07-09T07:08:51.779000Z,24.0,1000,4.085480415610979
2020-07-09T07:11:21.779000Z,6.0,500,5.028118970902303
2020-07-09T07:11:21.779000Z,18.0,500,5.027772582507658
2020-07-09T07:12:21.779000Z,24.0,0,4.733467146914264
2020-07-09T07:13:21.779000Z,12.0,500,4.145467201751876
